original,current,sha256_before,sha256_after,change
product-definition/archive/pre-pivot-gen-a/Consultry-PRD-v5.0-Software-Layered.md,product-definition/archive/pre-pivot-gen-a/Consultry-PRD-v5.0-Software-Layered.md,b7ddd39b469a30487baa688da931a5cee1c6c98aab211c2f0eb87d93703ac6c1,07ce91693b0ca912dc317f2a089e33b039ffcf0d56e6461270fcd203adad6927,link-rebase
product-definition/archive/pre-pivot-gen-a/Consultry-Product-Document-v1.0.md,product-definition/archive/pre-pivot-gen-a/Consultry-Product-Document-v1.0.md,3fcca710624fae2927a0b2d29c55c42fd3ffe581c4e2f1cad5685ee89b71bebb,5c08a43f134021b6c6e244222ce0cc3f59bf8826f429381a1e9c5cc002552f42,link-rebase
product-definition/archive/pre-pivot-gen-a/Consultry-Roadmap-v1.0-MVP-and-Phasing.md,product-definition/archive/pre-pivot-gen-a/Consultry-Roadmap-v1.0-MVP-and-Phasing.md,521960fe9ca0fa1bf21226ec2e9375470cff5750ac8de167d61b15dc2984469c,93757be386ebf77ecd10af11a63091ebd9d832949ac79416ea6c2cc15a6e6ce6,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/01-account-growth/flows.md,product-definition/archive/pre-pivot-gen-a/feature-specs/01-account-growth/flows.md,ad1fdb649ce96e8756a2bc252593f724bc63069c3848bb5d8cc3774cd931ad21,86315785859549f1419c5c9a7075ebedf00c32762c42d50d891e80c7f3327747,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/01-account-growth/spec.md,product-definition/archive/pre-pivot-gen-a/feature-specs/01-account-growth/spec.md,148227fa08edc95c7f5fc25c26e6a9c85d90d79e9d878a46eb0310ddffb5a23b,84f86fcd7824dae0cdd9231d3615d8049ad3c2603f3123fb942ad0012efebaeb,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/02-opportunity-proposal-contract/flows.md,product-definition/archive/pre-pivot-gen-a/feature-specs/02-opportunity-proposal-contract/flows.md,daa6d330612bf778a0f4ca17239e4bb333aeb079cd6f59dc8bc4363a44c795a2,33d68eb4ed2890b347f955d02103643e58b9df8f81e2fe6e76f5b07015ad694b,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/02-opportunity-proposal-contract/spec.md,product-definition/archive/pre-pivot-gen-a/feature-specs/02-opportunity-proposal-contract/spec.md,e38a5ca08ea6859a10e0400b6675697fec35593d90498e4c4d61d482d10770b3,8291e501a69b403731f53a40941e0c84d3949685943a45f5074933473f2643a3,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/03-consultant-team-capacity/flows.md,product-definition/archive/pre-pivot-gen-a/feature-specs/03-consultant-team-capacity/flows.md,8d494c41d603070c44316bd23f4eba1550d4a0365e39fe26080bbc884b349e6c,37556253d8871471d902f9ccf354ffd1df34a5b99d5d17c2b166e773d569ff54,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/03-consultant-team-capacity/spec.md,product-definition/archive/pre-pivot-gen-a/feature-specs/03-consultant-team-capacity/spec.md,e7455afae6dd2ec6a39926e3838e506b035cfd29c1d2eea2d3506bc5aeadb001,c1f87474844056e564cba14e45a4243a3843040c17f7d0a34c6a44a05dbf859d,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/04-knowledge-reuse/flows.md,product-definition/archive/pre-pivot-gen-a/feature-specs/04-knowledge-reuse/flows.md,e2d1cfdfff0113363d688e27f2a72b28d564bdaa07f5dde5ef4fb59af3159eb6,8e0599fa8c592eda265b3e25438d9550c23bf87d0f60c9f0cbbb867c4c123766,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/04-knowledge-reuse/spec.md,product-definition/archive/pre-pivot-gen-a/feature-specs/04-knowledge-reuse/spec.md,ff3b301bea71d1a60ec0a0b99ef41a50085eefeb5b902d3137f3cc47ea89310e,1612bebd320bb2e791cf8169c120db4d2b280067921cff83ebd86d390e94e23f,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/_cross-cutting/integration-flows.md,product-definition/archive/pre-pivot-gen-a/feature-specs/_cross-cutting/integration-flows.md,66f9d2a8c2de11393bc974a816857a963c6480b8719bd7f520495630bfcf6fe2,237ef16ce1ab17ef2ae486018ec8973c28cb3f8a63429c6b682e88e215979d08,link-rebase
product-definition/archive/pre-pivot-gen-a/feature-specs/_cross-cutting/symbiosis-features.md,product-definition/archive/pre-pivot-gen-a/feature-specs/_cross-cutting/symbiosis-features.md,164d4753484992e1402623acd3e33a9c5963d7aea14987e73265e6281b9abc4b,6ddb948d2e45a524ecce357a204e7fae39ff49c25df71817324078601ae46fc7,link-rebase
product-definition/archive/superseded-product-baseline-2026-08/Consultry-Feature-Pain-Map-v1.0.md,product-definition/archive/superseded-product-baseline-2026-08/Consultry-Feature-Pain-Map-v1.0.md,2726369f8472607967b8b1b52533d75b0642f5afaf8a093af146cf062906aa92,e51470e790609cdc73bb3b4ab2b04ccc2bb631ca5fd58b760dc3e88cc23e1c15,link-rebase
product-definition/archive/superseded-product-baseline-2026-08/Consultry-LinkedIn-Research-Source-Plan-v1.0.md,product-definition/archive/superseded-product-baseline-2026-08/Consultry-LinkedIn-Research-Source-Plan-v1.0.md,ddd9b1a6b410b485409aa138d935fa2e6c33aeb230a2d6505d089b88db901280,aa49de851c36e763fc0add1960bc455e5c9601a1cf07d78ee84e179c3e51a2d4,link-rebase
product-definition/archive/superseded-product-baseline-2026-08/Consultry-MVP-Backend-IaC-Grill-Me-v1.0.md,product-definition/archive/superseded-product-baseline-2026-08/Consultry-MVP-Backend-IaC-Grill-Me-v1.0.md,4e0ab60ad4691ab31dc17d8b3ec38d796851c8320a31f5f16a6b8750655a82f7,939ecda94676d56516397096b9471b7f427cea92e5b490d008b78916d06e494a,link-rebase
product-definition/archive/superseded-product-baseline-2026-08/Consultry-MVP-PRD-v1.0.md,product-definition/archive/superseded-product-baseline-2026-08/Consultry-MVP-PRD-v1.0.md,2b9d053425a7d64613c77ac14891fb9be582f0e4f8f6408180c341fea3310758,7a58d441b3efa652c082f007dc5adb9b1ba9f3a761b2cead2c41294f26f9ce12,link-rebase
product-definition/archive/superseded-product-baseline-2026-08/Consultry-Phase-1-MVP-Specs-and-Flow-Canvas-v1.0.md,product-definition/archive/superseded-product-baseline-2026-08/Consultry-Phase-1-MVP-Specs-and-Flow-Canvas-v1.0.md,64093daddd181c656d65458f05e65796be5bbdc82777fe953a9ab16505883437,c3f1a0b04abd9e4ae7785d5ceb0be145afd9ace20695946c0d7abe0e541fe6fb,link-rebase
product-definition/archive/superseded-product-baseline-2026-08/Consultry-Target-Personas-v1.0.md,product-definition/archive/superseded-product-baseline-2026-08/Consultry-Target-Personas-v1.0.md,f19b4d395fbca6d69568f10aba9629ea39f12717d257b139c32711ad3133bdde,64403aec194aeb902f7cb4089cfd361082416aa4a2418e25420b85ec5e3eb290,link-rebase
product-definition/latest/.DS_Store,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/.DS_Store,ea882de47609059193ebe4aac907b0d707f8a55b5cbc8d09b8bd2c52719a95c3,ea882de47609059193ebe4aac907b0d707f8a55b5cbc8d09b8bd2c52719a95c3,byte-identical
product-definition/latest/CONTEXT.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/CONTEXT.md,8142bff1e7675f6ba57e076969282ea518b632ecd2b53877f3fbc619d3469cca,8142bff1e7675f6ba57e076969282ea518b632ecd2b53877f3fbc619d3469cca,byte-identical
product-definition/latest/Consultry-AI-Native-CMS-Module-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-AI-Native-CMS-Module-v1.0.md,8dd040873e3929ba8d54ea43ee9c4a001563fd0346b4fc74b5659929a3f8b787,c8ec7ae5445b281a1f88ad6e639bf6e71df17583a5b02cc649e524d50f1509fa,link-rebase
product-definition/latest/Consultry-Active-Project-Delivery-Blind-Spot-Reference-Thread-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Active-Project-Delivery-Blind-Spot-Reference-Thread-v0.1.md,f769c3e7870dc7e7cb0f286835a748d940f096c6d3bf937bd70807e066e54514,4a445ac44ed81f5786e74286d45de2e12503854f8624f618624401994d2369f8,link-rebase
product-definition/latest/Consultry-Agent-Knowledge-Ledger-Integration-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Agent-Knowledge-Ledger-Integration-v0.1.md,c7f5f8963b76a600eed34d5eda636a04f2079962d097d7abba723f34a58952c8,26581cbed9f65b7a3e0366d074639a2ec38996f8d176cd0cb19a38901ddd4cb9,link-rebase
product-definition/latest/Consultry-Alignment-Control-Plane-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Alignment-Control-Plane-v1.0.md,760641cf697edae1a708fbcfa57e20fc792dad9ea388a6739fa7f22bbdda1c70,02fffb024c6965edb902f56430b009643b566343918a30f66e7905165a309486,link-rebase
product-definition/latest/Consultry-Business-Domain-Definition-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Business-Domain-Definition-v1.0.md,2cb9a501a3b787e50866c86b4563ce63d962a696a0037917530e820654489343,0c5eb4881dcd7f9b7d490652649477415014dca1da3cf6251048c457175c7c90,link-rebase
product-definition/latest/Consultry-Canonical-User-Journey-Portfolio-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Canonical-User-Journey-Portfolio-v0.1.md,9993e303dd9025b62233a458accf8146dd604624044d4473346d938d3f0fb924,9993e303dd9025b62233a458accf8146dd604624044d4473346d938d3f0fb924,byte-identical
product-definition/latest/Consultry-Dynamic-CoWork-Surface-Moment-Map-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Dynamic-CoWork-Surface-Moment-Map-v0.1.md,3654e9490ddb9ce594b3eaa1f3875c55820313d323aa0cf980ea86032d214817,453113df3c689ccf5872f6cd5c1fd4dd60669fe192e507ecafb6b204233e4c13,link-rebase
product-definition/latest/Consultry-GTM-Decisions-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-GTM-Decisions-v1.0.md,58aa28dda89c33c4983021efdc8e917b27b8af16861772281078567f168e76a5,c4342646a9e5d25c897607fe05a47793b0e329233cf3ce71630ce87f0475b656,link-rebase
product-definition/latest/Consultry-Idea-Presentation-Baseline-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Idea-Presentation-Baseline-v1.0.md,433fd24e5b2f9c0a93a3e1d9f2e71281fa07f90b9cd51a8589cdadf136c9a7b8,f340bc8301c29ad2738574ffe8f5bb9ad05f0208b3c7dfb4261f05a0836fb490,link-rebase
product-definition/latest/Consultry-Knowledge-Reuse-and-Corporate-Artifact-Alignment-Reference-Thread-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Knowledge-Reuse-and-Corporate-Artifact-Alignment-Reference-Thread-v0.1.md,53516c9af33fa5d3023476bafe3e890c889b14afa5369ac082904d2abfdea841,9a91b0d1fbfa7803f22ac743a3f2e7e4db3ce85c1f87cbc39d7ad9d12538b9de,link-rebase
product-definition/latest/Consultry-MVP-AWS-Hermes-Architecture-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-MVP-AWS-Hermes-Architecture-v1.0.md,15fb68340b530ee1dc9fe6f050c9d87eb9210d3de61f52132cc73811dda5702a,79f813327f6d3c9972417277acffdbb318b924fb86e815d3881073503c38575e,link-rebase
product-definition/latest/Consultry-MVP-Architecture-ADR-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-MVP-Architecture-ADR-v1.0.md,9ad88be4d2ddd61b060be5aa6650f002307be00ffc9a213d403506edb070ffcd,69c783f5de17cd0c57f9b7597899c87564f44f08ef87fada08b3fa60f87d8c00,link-rebase
product-definition/latest/Consultry-MVP-Backend-IaC-Software-Design-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-MVP-Backend-IaC-Software-Design-v1.0.md,9619718eb458fde77a3fa2e6d7b0729564e7bdbfa3f9603a9803c8500e2117b0,ede8498d2d35606e88677c38c5ef28e201b83bba4003cf0f94ed978e7f237fc1,link-rebase
product-definition/latest/Consultry-MVP-Foundation-Decisions-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-MVP-Foundation-Decisions-v1.0.md,330ede2551392d5d48d093485ebfc0c7f55b078cb12e39884e5535960e83428e,c3237472569467f2cf0bc3d908a0512321de0dd8eb6f5a8c0d03c1e5b36687d9,link-rebase
product-definition/latest/Consultry-MVP-Measurement-Spec-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-MVP-Measurement-Spec-v1.0.md,cefe580e98537600a687d0b57405bcc6c1f256cd024d8a5e565f17a76edee85f,e2f93e7cd82688a97596808b1ea4759febd8d1c426c668d5830090817c9c32cc,link-rebase
product-definition/latest/Consultry-MVP-Technical-Foundation-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-MVP-Technical-Foundation-v1.0.md,5c49d83990e79cc90ec4379dd1777d75695fad4ea88202ec16ceed891e980534,7b8822d8c08e94675cbf37c912e01f82e533932db32cef27e1835a5e50a58722,link-rebase
product-definition/latest/Consultry-MVP-Virtual-Harness-Second-Brain-Refinement-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-MVP-Virtual-Harness-Second-Brain-Refinement-v1.0.md,89a97a46544e1cdef45f092a407171e4c24c63c89721d0afec8f9c550937d75c,e4b3d99676a072426ca46f75926e3df0d621996ac0545c960b787a4e6ec42e05,link-rebase
product-definition/latest/Consultry-Onboarding-Corpus-Ritual-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Onboarding-Corpus-Ritual-v1.0.md,c2c574631172e53f3edecf97e1d4775952b03f873b3bb7678076283f7d00e859,89e7562524f029fa7f9e6b096b50afc957a4ee8fec8f19886a5d51d5e563b405,link-rebase
product-definition/latest/Consultry-Opportunity-to-Project-Representative-Business-Thread-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Opportunity-to-Project-Representative-Business-Thread-v0.1.md,b13d50ad8c14e354ac44aac1be9f23f86cb918a4ec99c898a5c906520a1cd904,ee0f40880a8d65ae3bb47ea50a0eb3de44b6c337290e979bcf1abaf17ddd4a39,link-rebase
product-definition/latest/Consultry-Platform-Kernel-Data-Model-Concept-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Platform-Kernel-Data-Model-Concept-v0.1.md,b848cfbd0f057be558b4e67a76457bb1fa478807d0abe07244fa29ddeda82a11,cb7b4709b77dd3aafc4af9962a0410d394aebfe3187981cee199538cf8029423,link-rebase
product-definition/latest/Consultry-Priority-Problem-Evidence-and-Assumption-Register-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Priority-Problem-Evidence-and-Assumption-Register-v0.1.md,9888b6947c6a47377ef040755d1886f3bd77c76c8d7ae10dad02fb51d5557e0a,0b96b1f455cc44d56d9b486f2577703e90984de497835803de16889b8be8b4e9,link-rebase
product-definition/latest/Consultry-Privacy-Egress-Gateway-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Privacy-Egress-Gateway-v0.1.md,bfb1e19c6a98421cdf080eaf1df56e3f5e45e721788818da989411a424f8fa8e,7d30d9e306e5be3286cb90963f4796c7f70a1221f0f24fce1783710db7696366,link-rebase
product-definition/latest/Consultry-Product-Vision-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Product-Vision-v1.0.md,8b53e85e9f4bd1b61bc67a193bdcf9f079f05a2197782417fe1c3563a0b4bf0e,4dc1a13ed4808e3dce9037243a138e5720a7ad9e1f41bd133c16c9ce29cb034b,link-rebase
product-definition/latest/Consultry-Project-Intelligence-Symbiosis-Graph-v1.0.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Project-Intelligence-Symbiosis-Graph-v1.0.md,36399b03a043e9d69317ec86172d134ec205fecc5b70e2ad40d1124493ba87d5,31c4231604f61f9018b2cdd69205a3a8aada2a66214fa804776b24c2317b9bf9,link-rebase
product-definition/latest/Consultry-Systemic-Platform-Click-Dummy-Experience-Contract-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Systemic-Platform-Click-Dummy-Experience-Contract-v0.1.md,5033021a72c07c1c4da5fdd29da390d5fa949e11557394100815ca50e859fd10,6ecbd2d89fcdaef40226e2fd00fc035e6ab75b03b771e16e23086e70ba74f87d,link-rebase
product-definition/latest/Consultry-Three-Slice-Mock-UI-Demo-Flow-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Three-Slice-Mock-UI-Demo-Flow-v0.1.md,e73165086d6b69d775a7fd9e13216b1f81f0876445a520e7498613012fa89daf,25ddf0ef98c93cb263c7f93c09ea185b8eb6f68825265b8b2498536efd1d5303,link-rebase
product-definition/latest/Consultry-UX-Operating-Model-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-UX-Operating-Model-v0.1.md,153c08ad322e741fc851ff6c05cc0acb05448ff34aefab7c02da88201e3d8928,78e71b6381bb79badc7dfbf311ecaa8a828ab63238d616bacf04c2aef8920008,link-rebase
product-definition/latest/Consultry-Whiteboard-Derived-Mermaid-Diagrams-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Whiteboard-Derived-Mermaid-Diagrams-v0.1.md,f66b79f6a8d02c806abe5d04ab170627dbf49321619d1476c8d412fdfbca4fe0,a82a72bcd2731ea2e2bc176117ea3f622f367817f024d254164c902bb8af2918,link-rebase
product-definition/latest/Consultry-Whole-Consultancy-Coverage-Ledger-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/Consultry-Whole-Consultancy-Coverage-Ledger-v0.1.md,1a4e37394cb72678c00b845340d78c3a0cf58f43e6fda884cd8bffccb1488d87,1a4e37394cb72678c00b845340d78c3a0cf58f43e6fda884cd8bffccb1488d87,byte-identical
product-definition/latest/MANIFEST.yaml,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/MANIFEST.yaml,2911383de7d9797ed118137eef56b6b9af951107be74448d1dfc6fc2a0174bc9,2911383de7d9797ed118137eef56b6b9af951107be74448d1dfc6fc2a0174bc9,byte-identical
product-definition/latest/README.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/README.md,6820abab9799e211aea28b25bb152e4f73e43fded21f48171c0acffc45fe5975,c814980ec4a03df05c6c8a9144964723b6793362e395a0e5a804508c5a355ee2,link-rebase
product-definition/latest/_CONTEXT-AND-MEMORY.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/_CONTEXT-AND-MEMORY.md,62bc7412d0120a3875c83fab1f27f915e08ab263b9ed109b205c6b92d5a93548,73ae9dc06428668289ee69e260af61d73d178f769f47e760cf6ae9e96c3dc9ed,link-rebase
product-definition/latest/handoffs/Consultry-Investor-Pitchdeck-v10.105-Revision-Handover-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/handoffs/Consultry-Investor-Pitchdeck-v10.105-Revision-Handover-v0.1.md,1cabfcba59a842d49a418ecba360102e60415086b0cd3db3ad96f1c99dd4f34c,1cabfcba59a842d49a418ecba360102e60415086b0cd3db3ad96f1c99dd4f34c,byte-identical
product-definition/latest/handoffs/Consultry-Mock-UI-Claude-Design-Handover-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/handoffs/Consultry-Mock-UI-Claude-Design-Handover-v0.1.md,c60f7b96e63db96ba51e5ed397460ddf1ede40a76cd8eca92d59af73c7fd9535,b5cb7252c9b2470763cad37f248aceb44622ce452c2285a2e5243289be32df92,link-rebase
product-definition/latest/handoffs/Consultry-Pitchdeck-v10.185-Foerderung-Investoren-Handover-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/handoffs/Consultry-Pitchdeck-v10.185-Foerderung-Investoren-Handover-v0.1.md,c0e269b9a409251e4dc2744ad9df5903cca305db71da7f24a5e5f947441f30ff,c0e269b9a409251e4dc2744ad9df5903cca305db71da7f24a5e5f947441f30ff,byte-identical
product-definition/latest/handoffs/Consultry-Systemic-MVP-Mock-UI-Claude-Design-Handover-v0.2.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/handoffs/Consultry-Systemic-MVP-Mock-UI-Claude-Design-Handover-v0.2.md,f5f2325ce277312ab42ac629a49a885d73a715c411b34d5b611711a70f469861,0e0438c1f2ffbaddba04e6d440df2049a3250f611cf9ebba3f6555cbe1cf7322,link-rebase
product-definition/latest/handoffs/Consultry-Systemic-Platform-Click-Dummy-Scope-and-WBS-Delta-v0.2.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/handoffs/Consultry-Systemic-Platform-Click-Dummy-Scope-and-WBS-Delta-v0.2.md,fb43e87000a86e069bec75327649de44f42f203594e43869aa6a66b15a2d06f9,3c1d8dbb88f3562094535721a9ebfa0c193ecad70a2b39197322283b6040859c,link-rebase
product-definition/latest/handoffs/Consultry-Three-Slice-Mock-UI-Implementation-Handover-v0.1.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/handoffs/Consultry-Three-Slice-Mock-UI-Implementation-Handover-v0.1.md,307da000fef43f6c339b03482a4193655647577d1c5476585a7de0d309592e4e,62f7ec4e77f4a464638e00e456c28c9a482069c1e640a822d57572082b39aadd,link-rebase
product-definition/latest/prototypes/three-slice-mock-ui/combined-reference/README.md,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/prototypes/three-slice-mock-ui/combined-reference/README.md,f6f16bec3823217198127247122bddd96df1df3f60ed2b23e8de312df7daeda8,8c7e4f3191c07be7a9d54e068c5105f09dccac67a7a1dcd7f366a06ddd25faef,link-rebase
product-definition/latest/prototypes/three-slice-mock-ui/combined-reference/combined-reference-v0.1.png,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/prototypes/three-slice-mock-ui/combined-reference/combined-reference-v0.1.png,93d21eea6a8203071454b223712f59d929b34c5555b941a1e27df10602690e95,93d21eea6a8203071454b223712f59d929b34c5555b941a1e27df10602690e95,byte-identical
product-definition/latest/prototypes/three-slice-mock-ui/combined-reference/combined-reference-v0.2.png,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/prototypes/three-slice-mock-ui/combined-reference/combined-reference-v0.2.png,4924d17680e73144ca60ee6c668f0765b3681b2c6e115a2d8835ae73094b83a1,4924d17680e73144ca60ee6c668f0765b3681b2c6e115a2d8835ae73094b83a1,byte-identical
product-definition/latest/prototypes/three-slice-mock-ui/visual-options/01-evidence-decision-workspace.png,product-definition/archive/baseline-before-consolidation-2026-09-10/latest/prototypes/three-slice-mock-ui/visual-options/01-evidence-decision-workspace.png,19d8d63b0eac484ea4d53ab779e9df559a1cb0cbdec1ea96eb444d6d42a4cb93,19d8d63b0eac484ea4d53ab779e9df559a1cb0cbdec1ea96eb444d6d42a4cb93,byte-identical
